id,price,total_sqft,site_location,size,availability
1959,42,663,Fergusson College Road,2,0
2002,42.5,650,Fergusson College Road,1,0
2042,42.88,600,Fergusson College Road,1,0
2117,43.48,1495,Fergusson College Road,3,1
2268,44.55,1100,Fergusson College Road,2,1
2295,45,720,Fergusson College Road,2,0
2390,45,650,Fergusson College Road,1,0
2533,45.33,860,Fergusson College Road,2,0
2650,46,580,Fergusson College Road,1,0
3017,48.1,454,Fergusson College Road,1,1
3194,49.98,420,Fergusson College Road,1,0
3284,50,690,Fergusson College Road,2,1
3461,50.75,2465,Fergusson College Road,3,0
3510,51,790,Fergusson College Road,2,0
3534,51.5,920,Fergusson College Road,2,1
3902,54,495,Fergusson College Road,1,1
3930,54.11,550,Fergusson College Road,1,0
4111,55,1550,Fergusson College Road,3,0
4252,55.25,1705,Fergusson College Road,3,1
4276,55.55,660,Fergusson College Road,1,0
4301,56,485,Fergusson College Road,1,0
4311,56,610,Fergusson College Road,1,0
4505,57,585,Fergusson College Road,1,0
4655,58,950,Fergusson College Road,2,0
4708,58,553,Fergusson College Road,1,1
4752,59,1300,Fergusson College Road,3,0
4794,59,663,Fergusson College Road,2,1
4828,59.6,910,Fergusson College Road,2,0
4933,60,620,Fergusson College Road,1,1
5059,60,735,Fergusson College Road,2,1
5239,62,600,Fergusson College Road,1,0
5325,62.63,1017,Fergusson College Road,2,0
5326,62.63,927,Fergusson College Road,2,0
5546,65,940,Fergusson College Road,2,1
5769,65,829,Fergusson College Road,2,0
6154,69,1548,Fergusson College Road,3,1
6229,69.5,1435,Fergusson College Road,3,1
150,19.9,1400,Ganesh Peth,3,0
213,22.8,1200,Ganesh Peth,2,1
370,26.91,890,Ganesh Peth,2,0
378,27,650,Ganesh Peth,1,0
571,30,1053,Ganesh Peth,2,0
860,34,550,Ganesh Peth,1,0
1007,35,997,Ganesh Peth,2,1
1030,35.03,620,Ganesh Peth,1,1
1116,36,1150,Ganesh Peth,2,0
1172,36.85,1485,Ganesh Peth,3,0
1228,37.45,995,Ganesh Peth,2,0
1302,38,540,Ganesh Peth,1,0
1364,38.41,550,Ganesh Peth,1,0
1683,40,500,Ganesh Peth,1,0
1954,42,660,Ganesh Peth,2,0
1992,42.48,2400,Ganesh Peth,3,0
1996,42.5,525,Ganesh Peth,1,0
2236,44,1350,Ganesh Peth,2,1
2243,44.08,634,Ganesh Peth,1,1
2352,45,700,Ganesh Peth,1,1
2361,45,1105,Ganesh Peth,2,1
2470,45,1850,Ganesh Peth,3,1
2559,45.79,550,Ganesh Peth,2,0
2682,46,1330,Ganesh Peth,3,0
2721,46.39,902,Ganesh Peth,2,0
2724,46.4,905,Ganesh Peth,2,0
3133,49.06,2250,Ganesh Peth,3,0
3154,49.5,950,Ganesh Peth,2,0
3170,49.61,625,Ganesh Peth,1,0
3341,50,685,Ganesh Peth,1,0
3426,50,425,Ganesh Peth,1,0
3431,50.06,720,Ganesh Peth,1,0
3475,51,1750,Ganesh Peth,3,0
3482,51,1200,Ganesh Peth,3,0
3639,52,685,Ganesh Peth,1,1
3649,52,500,Ganesh Peth,1,1
3711,52.5,810,Ganesh Peth,2,0
3742,52.97,1050,Ganesh Peth,2,1
3746,53,1650,Ganesh Peth,3,0
3763,53,680,Ganesh Peth,1,0
4143,55,693,Ganesh Peth,1,1
4202,55,1050,Ganesh Peth,2,0
4348,56,750,Ganesh Peth,1,0
4369,56,650,Ganesh Peth,1,1
4414,56.12,650,Ganesh Peth,1,0
4437,56.5,650,Ganesh Peth,1,0
4660,58,840,Ganesh Peth,2,0
4665,58,935,Ganesh Peth,2,0
4784,59,729,Ganesh Peth,2,1
4844,59.99,1215,Ganesh Peth,2,0
4962,60,755,Ganesh Peth,1,1
4974,60,627,Ganesh Peth,2,1
5001,60,1275,Ganesh Peth,3,1
5042,60,657,Ganesh Peth,1,1
5057,60,928,Ganesh Peth,3,1
5187,61.45,1000,Ganesh Peth,2,0
5202,62,650,Ganesh Peth,1,0
5245,62,960,Ganesh Peth,2,0
5467,64.31,1325,Ganesh Peth,3,0
5532,65,1400,Ganesh Peth,3,1
5703,65,550,Ganesh Peth,1,1
5844,66,1815,Ganesh Peth,3,0
5969,67,860,Ganesh Peth,2,0
5988,67.4,1150,Ganesh Peth,2,1
6094,68,1050,Ganesh Peth,2,0
6343,70,900,Ganesh Peth,2,0
36,14,1050,Ganeshkhind,2,0
45,15,670,Ganeshkhind,1,0
106,17.09,570,Ganeshkhind,1,0
229,23.1,2780,Ganeshkhind,4,1
243,24,560,Ganeshkhind,1,0
320,25.5,1075,Ganeshkhind,2,0
364,26.63,1150,Ganeshkhind,2,0
445,28,500,Ganeshkhind,1,0
537,30,1260,Ganeshkhind,2,1
732,32.67,1175,Ganeshkhind,2,0
750,32.93,1005,Ganeshkhind,2,0
757,33,1000,Ganeshkhind,2,0
781,33,999,Ganeshkhind,2,0
920,35,440,Ganeshkhind,1,1
923,35,1050,Ganeshkhind,3,0
1114,36,660,Ganeshkhind,1,0
1144,36.4,1267,Ganeshkhind,3,0
1382,38.6,925,Ganeshkhind,1,0
1450,39,1150,Ganeshkhind,2,0
1556,40,1080,Ganeshkhind,2,0
1630,40,1101,Ganeshkhind,2,0
1703,40.39,1450,Ganeshkhind,3,0
2060,43,1600,Ganeshkhind,3,0
2388,45,510,Ganeshkhind,1,0
2434,45,678,Ganeshkhind,1,0
2451,45,2570,Ganeshkhind,3,0
2521,45,225,Ganeshkhind,1,0
2657,46,712,Ganeshkhind,2,0
2736,46.5,610,Ganeshkhind,1,0
2784,47,585,Ganeshkhind,1,0
2908,48,972,Ganeshkhind,2,1
3252,50,558,Ganeshkhind,1,0
3310,50,550,Ganeshkhind,1,0
3457,50.66,1100,Ganeshkhind,2,0
3470,50.79,850,Ganeshkhind,2,0
3535,51.5,800,Ganeshkhind,2,0
3583,52,500,Ganeshkhind,1,0
3833,53.5,665,Ganeshkhind,1,0
3905,54,698,Ganeshkhind,2,1
4474,57,846,Ganeshkhind,2,1
4663,58,585,Ganeshkhind,1,0
4669,58,560,Ganeshkhind,1,0
4739,58.86,1100,Ganeshkhind,2,0
4746,59,650,Ganeshkhind,1,0
4783,59,835,Ganeshkhind,2,1
4868,60,800,Ganeshkhind,2,0
5184,61.37,1300,Ganeshkhind,3,0
5208,62,950,Ganeshkhind,2,0
5266,62,1358,Ganeshkhind,3,1
5377,63,3205,Ganeshkhind,4,1
5381,63,492,Ganeshkhind,1,0
5652,65,716,Ganeshkhind,2,1
5713,65,545,Ganeshkhind,1,0
5872,66,1600,Ganeshkhind,2,0
5934,67,550,Ganeshkhind,1,0
5964,67,1060,Ganeshkhind,2,0
5978,67.32,650,Ganeshkhind,1,0
6053,68,769,Ganeshkhind,1,1
6197,69,330,Ganeshkhind,1,0
6220,69.18,724,Ganeshkhind,1,1
6242,69.75,1150,Ganeshkhind,2,1
6319,70,580,Ganeshkhind,2,0
23,12.5,2470,Ghorpade Peth,4,0
135,19.5,660,Ghorpade Peth,1,0
237,24,1245,Ghorpade Peth,3,0
294,25,1240,Ghorpade Peth,3,0
382,27,1006,Ghorpade Peth,2,0
423,28,655,Ghorpade Peth,1,0
436,28,634,Ghorpade Peth,1,1
497,29.45,625,Ghorpade Peth,1,1
511,29.6,710,Ghorpade Peth,1,0
546,30,565,Ghorpade Peth,2,0
585,30.29,650,Ghorpade Peth,1,0
702,32,3275,Ghorpade Peth,4,1
774,33,1100,Ghorpade Peth,2,0
870,34.2,690,Ghorpade Peth,1,0
981,35,971,Ghorpade Peth,2,0
1063,35.8,850,Ghorpade Peth,2,0
1136,36.25,965,Ghorpade Peth,2,1
1140,36.28,450,Ghorpade Peth,1,0
1331,38,900,Ghorpade Peth,2,0
1384,38.65,1085,Ghorpade Peth,2,0
1530,40,1000,Ghorpade Peth,2,0
1567,40,565,Ghorpade Peth,1,0
1765,41,450,Ghorpade Peth,1,0
1859,42,375,Ghorpade Peth,1,0
1904,42,800,Ghorpade Peth,2,0
1950,42,455,Ghorpade Peth,1,0
2176,44,1780,Ghorpade Peth,3,1
2271,44.6,1700,Ghorpade Peth,3,0
2298,45,450,Ghorpade Peth,1,0
2374,45,1100,Ghorpade Peth,3,0
2631,46,1020,Ghorpade Peth,2,0
2741,46.55,1614,Ghorpade Peth,3,1
2795,47,1350,Ghorpade Peth,2,1
2875,47.59,858,Ghorpade Peth,2,1
3155,49.5,930,Ghorpade Peth,2,0
3199,50,1440,Ghorpade Peth,3,1
3403,50,700,Ghorpade Peth,1,0
3592,52,610,Ghorpade Peth,1,0
3662,52,1340,Ghorpade Peth,3,0
3985,55,1890,Ghorpade Peth,4,0
4016,55,900,Ghorpade Peth,2,0
4277,55.6,666,Ghorpade Peth,1,0
4371,56,650,Ghorpade Peth,1,1
4406,56,650,Ghorpade Peth,1,0
4411,56.1,605,Ghorpade Peth,1,1
4679,58,830,Ghorpade Peth,2,1
4808,59,1060,Ghorpade Peth,2,0
4852,60,1050,Ghorpade Peth,2,1
4900,60,1818,Ghorpade Peth,3,0
5002,60,858,Ghorpade Peth,2,1
5113,60,915,Ghorpade Peth,2,0
5118,60.42,600,Ghorpade Peth,1,0
5152,61,1150,Ghorpade Peth,2,0
5197,61.92,770,Ghorpade Peth,2,1
5298,62,310,Ghorpade Peth,1,0
5310,62.35,900,Ghorpade Peth,2,0
5370,63,665,Ghorpade Peth,1,1
5399,63.22,1160,Ghorpade Peth,2,1
5570,65,525,Ghorpade Peth,1,0
5774,65,1050,Ghorpade Peth,2,0
5880,66,1200,Ghorpade Peth,2,0
6077,68,912,Ghorpade Peth,2,0
6217,69.1,1100,Ghorpade Peth,2,0
6299,70,750,Ghorpade Peth,1,0
31,13.57,1197,Ghorpadi,2,0
38,14,555,Ghorpadi,1,0
95,17,1197,Ghorpadi,2,0
152,20,1645,Ghorpadi,3,0
240,24,1100,Ghorpadi,2,0
256,24.9,1200,Ghorpadi,2,0
311,25.38,599,Ghorpadi,1,0
389,27,650,Ghorpadi,2,0
393,27,350,Ghorpadi,1,0
397,27,850,Ghorpadi,2,0
576,30.12,650,Ghorpadi,1,0
713,32.49,1890,Ghorpadi,4,0
773,33,1000,Ghorpadi,2,0
921,35,475,Ghorpadi,1,0
953,35,560,Ghorpadi,1,0
1090,36,1188,Ghorpadi,2,0
1127,36,2415,Ghorpadi,4,1
1278,38,775,Ghorpadi,1,1
1574,40,650,Ghorpadi,2,0
1607,40,1137,Ghorpadi,2,1
1620,40,1165,Ghorpadi,4,0
1629,40,1245,Ghorpadi,2,0
1706,40.39,3500,Ghorpadi,5,0
1885,42,600,Ghorpadi,1,0
1963,42,660,Ghorpadi,1,1
1982,42.2,3150,Ghorpadi,4,0
2012,42.6,1065,Ghorpadi,3,0
2152,43.79,755,Ghorpadi,1,1
2198,44,660,Ghorpadi,1,1
2264,44.5,1215,Ghorpadi,2,0
2312,45,728,Ghorpadi,1,1
2412,45,980,Ghorpadi,2,0
2465,45,1000,Ghorpadi,2,0
2475,45,560,Ghorpadi,1,0
2518,45,200,Ghorpadi,1,1
2545,45.5,550,Ghorpadi,1,0
2563,45.84,660,Ghorpadi,1,1
2658,46,2050,Ghorpadi,4,1
2737,46.5,580,Ghorpadi,1,0
2814,47,1250,Ghorpadi,3,0
2834,47,931,Ghorpadi,3,1
2859,47.25,900,Ghorpadi,2,1
2863,47.35,720,Ghorpadi,1,1
2911,48,1365,Ghorpadi,3,0
2944,48,1050,Ghorpadi,2,0
3010,48,1042,Ghorpadi,2,1
3125,49,1096,Ghorpadi,3,1
3540,51.6,2000,Ghorpadi,3,1
3582,52,800,Ghorpadi,2,0
3646,52,1002,Ghorpadi,2,1
3844,53.58,645,Ghorpadi,1,0
3947,54.5,760,Ghorpadi,1,0
3954,54.6,1240,Ghorpadi,2,0
4079,55,735,Ghorpadi,1,0
4084,55,1100,Ghorpadi,2,0
4136,55,762,Ghorpadi,2,1
4192,55,650,Ghorpadi,1,0
4217,55,541,Ghorpadi,2,1
4296,56,428,Ghorpadi,1,1
4415,56.12,420,Ghorpadi,1,0
4496,57,820,Ghorpadi,2,0
4530,57,900,Ghorpadi,2,1
4539,57,664,Ghorpadi,1,0
4637,58,527,Ghorpadi,2,1
4689,58,610,Ghorpadi,1,0
4800,59,685,Ghorpadi,2,1
5056,60,651,Ghorpadi,2,1
5142,61,460,Ghorpadi,1,0
5368,63,1550,Ghorpadi,3,0
5376,63,800,Ghorpadi,2,0
5385,63,750,Ghorpadi,2,0
5398,63.2,1600,Ghorpadi,3,1
5429,64,1545,Ghorpadi,3,0
5521,65,600,Ghorpadi,1,0
5565,65,581,Ghorpadi,2,1
5580,65,1030,Ghorpadi,2,1
5755,65,620,Ghorpadi,1,0
5817,65.65,950,Ghorpadi,3,0
5840,66,1238,Ghorpadi,2,1
5927,67,970,Ghorpadi,2,0
5928,67,350,Ghorpadi,1,0
5965,67,585,Ghorpadi,1,0
6003,67.77,550,Ghorpadi,1,0
6136,68.52,786,Ghorpadi,3,1
6330,70,1250,Ghorpadi,3,0
6334,70,985,Ghorpadi,3,0
383,27,420,Gokhale Nagar,1,0
426,28,510,Gokhale Nagar,1,0
533,30,2376,Gokhale Nagar,3,1
578,30.13,1250,Gokhale Nagar,2,0
595,30.5,1165,Gokhale Nagar,2,0
720,32.5,1300,Gokhale Nagar,2,1
850,34,735,Gokhale Nagar,1,0
856,34,1125,Gokhale Nagar,2,0
974,35,488,Gokhale Nagar,1,0
1050,35.36,1300,Gokhale Nagar,3,0
1135,36.23,965,Gokhale Nagar,2,1
1203,37,1245,Gokhale Nagar,2,0
1322,38,650,Gokhale Nagar,1,0
1365,38.44,400,Gokhale Nagar,1,0
1392,38.9,1120,Gokhale Nagar,2,0
1526,40,1364,Gokhale Nagar,3,0
1731,40.5,600,Gokhale Nagar,1,0
1777,41,545,Gokhale Nagar,1,0
1791,41,1125,Gokhale Nagar,2,0
1799,41,1371,Gokhale Nagar,3,0
1806,41,2453,Gokhale Nagar,4,0
1856,42,4650,Gokhale Nagar,5,1
2103,43.09,640,Gokhale Nagar,1,1
2169,44,2400,Gokhale Nagar,5,0
2423,45,1500,Gokhale Nagar,3,0
2431,45,985,Gokhale Nagar,2,0
2632,46,1240,Gokhale Nagar,2,0
2778,47,1080,Gokhale Nagar,2,0
2938,48,832,Gokhale Nagar,2,1
3001,48,980,Gokhale Nagar,2,1
3212,50,1100,Gokhale Nagar,2,0
3425,50,425,Gokhale Nagar,1,0
3556,51.91,300,Gokhale Nagar,1,0
3567,52,625,Gokhale Nagar,1,0
3667,52,759,Gokhale Nagar,1,0
3668,52,685,Gokhale Nagar,1,0
4014,55,520,Gokhale Nagar,1,0
4228,55,381,Gokhale Nagar,1,1
4248,55.15,575,Gokhale Nagar,1,1
4384,56,399,Gokhale Nagar,1,1
4479,57,850,Gokhale Nagar,2,0
4481,57,1150,Gokhale Nagar,2,1
4494,57,675,Gokhale Nagar,1,0
4559,57.5,324,Gokhale Nagar,1,0
4563,57.5,324,Gokhale Nagar,1,0
4604,58,713,Gokhale Nagar,2,1
4605,58,708,Gokhale Nagar,2,1
4818,59.46,1335,Gokhale Nagar,3,1
4905,60,975,Gokhale Nagar,2,0
5123,60.55,990,Gokhale Nagar,2,1
5244,62,1600,Gokhale Nagar,3,0
5323,62.6,1500,Gokhale Nagar,3,0
5421,64,750,Gokhale Nagar,2,0
5613,65,750,Gokhale Nagar,1,0
5658,65,805,Gokhale Nagar,2,1
5688,65,1150,Gokhale Nagar,2,1
5694,65,580,Gokhale Nagar,1,0
5821,65.8,810,Gokhale Nagar,2,0
5926,67,1340,Gokhale Nagar,3,0
6027,68,925,Gokhale Nagar,2,0
6124,68.38,670,Gokhale Nagar,2,0
6168,69,1054,Gokhale Nagar,2,1
6224,69.43,1278,Gokhale Nagar,2,0
6279,70,3300,Gokhale Nagar,6,0
6312,70,1150,Gokhale Nagar,2,1
6318,70,1110,Gokhale Nagar,2,1
64,16,1150,Gultekdi,2,0
119,18,600,Gultekdi,1,0
154,20,1350,Gultekdi,2,0
289,25,530,Gultekdi,1,0
380,27,675,Gultekdi,2,0
462,28.88,687,Gultekdi,1,1
501,29.46,1010,Gultekdi,2,1
743,32.9,1080,Gultekdi,2,0
847,34,560,Gultekdi,1,0
1012,35,480,Gultekdi,1,1
1079,36,1129,Gultekdi,2,0
1106,36,850,Gultekdi,2,0
1154,36.5,600,Gultekdi,1,0
1194,37,1050,Gultekdi,1,0
1301,38,565,Gultekdi,1,1
1417,39,1187,Gultekdi,2,1
1592,40,2500,Gultekdi,7,0
1675,40,653,Gultekdi,1,0
1707,40.4,1600,Gultekdi,4,0
1789,41,670,Gultekdi,1,0
1848,41.82,1209,Gultekdi,2,1
2013,42.6,650,Gultekdi,1,1
2049,43,649,Gultekdi,1,0
2059,43,650,Gultekdi,1,0
2083,43,1498,Gultekdi,3,0
2096,43,965,Gultekdi,2,1
2285,45,1200,Gultekdi,3,0
2308,45,1025,Gultekdi,2,1
2535,45.36,775,Gultekdi,2,0
2924,48,770,Gultekdi,1,0
3030,48.45,550,Gultekdi,1,0
3105,49,350,Gultekdi,1,0
3277,50,1166,Gultekdi,2,1
3281,50,581,Gultekdi,1,1
3489,51,1075,Gultekdi,2,0
3538,51.5,550,Gultekdi,1,1
3544,51.66,1250,Gultekdi,2,0
3622,52,1500,Gultekdi,3,0
3855,53.7,650,Gultekdi,1,0
3917,54,1160,Gultekdi,2,0
4339,56,945,Gultekdi,2,0
4367,56,920,Gultekdi,1,1
4430,56.4,650,Gultekdi,1,0
4603,58,944,Gultekdi,3,1
4674,58,900,Gultekdi,1,0
4688,58,800,Gultekdi,2,0
4733,58.58,1335,Gultekdi,4,1
4780,59,797,Gultekdi,2,1
4964,60,890,Gultekdi,2,1
5107,60,990,Gultekdi,2,1
5157,61,1100,Gultekdi,2,0
5481,64.5,1800,Gultekdi,3,0
5505,65,375,Gultekdi,1,0
5650,65,890,Gultekdi,3,1
5706,65,580,Gultekdi,1,0
5772,65,380,Gultekdi,1,0
5874,66,870,Gultekdi,2,0
5887,66.25,1050,Gultekdi,2,0
5913,67,840,Gultekdi,2,0
5936,67,550,Gultekdi,1,0
6105,68,610,Gultekdi,1,0
6111,68,590,Gultekdi,1,0
6163,69,550,Gultekdi,1,0
6177,69,1150,Gultekdi,2,1
6260,70,1550,Gultekdi,3,1
3,10,650,Guruwar peth,1,0
225,23,1114,Guruwar peth,3,1
227,23,1404,Guruwar peth,2,1
248,24.55,2153,Guruwar peth,3,1
330,25.88,600,Guruwar peth,1,0
368,26.9,980,Guruwar peth,2,0
386,27,900,Guruwar peth,2,0
418,28,350,Guruwar peth,1,0
740,32.79,1700,Guruwar peth,3,0
805,33.5,1165,Guruwar peth,3,0
907,35,1800,Guruwar peth,3,0
994,35,750,Guruwar peth,1,0
1010,35,600,Guruwar peth,1,0
1109,36,560,Guruwar peth,1,0
1141,36.28,670,Guruwar peth,1,0
1448,39,1100,Guruwar peth,2,0
1464,39.14,1050,Guruwar peth,2,0
1503,39.77,525,Guruwar peth,1,0
1764,41,600,Guruwar peth,1,0
1924,42,1450,Guruwar peth,3,1
1994,42.48,254,Guruwar peth,1,0
2052,43,1120,Guruwar peth,2,0
2230,44,900,Guruwar peth,2,1
2249,44.28,1060,Guruwar peth,2,1
2341,45,1000,Guruwar peth,2,0
2467,45,1850,Guruwar peth,3,1
2468,45,1850,Guruwar peth,3,1
2471,45,3000,Guruwar peth,4,0
2515,45,680,Guruwar peth,2,0
2625,46,1020,Guruwar peth,2,0
2659,46,2600,Guruwar peth,3,0
2887,47.88,750,Guruwar peth,2,1
3086,49,750,Guruwar peth,1,0
3134,49.07,1350,Guruwar peth,2,0
3185,49.87,709,Guruwar peth,2,1
3329,50,1205,Guruwar peth,1,0
3495,51,969,Guruwar peth,3,1
3555,51.91,300,Guruwar peth,1,0
3631,52,845,Guruwar peth,2,1
3817,53.27,510,Guruwar peth,1,1
3869,54,625,Guruwar peth,1,1
3982,55,980,Guruwar peth,2,0
4072,55,630,Guruwar peth,1,1
4187,55,650,Guruwar peth,1,0
4218,55,526,Guruwar peth,2,1
4230,55,629,Guruwar peth,2,1
4419,56.12,1450,Guruwar peth,3,1
4536,57,1000,Guruwar peth,2,1
4575,57.91,633,Guruwar peth,3,1
4616,58,500,Guruwar peth,1,0
4651,58,550,Guruwar peth,1,0
4683,58,910,Guruwar peth,2,0
4693,58,600,Guruwar peth,1,0
4696,58,1100,Guruwar peth,2,0
4753,59,450,Guruwar peth,1,1
4816,59.4,932,Guruwar peth,2,1
4967,60,810,Guruwar peth,1,1
5026,60,620,Guruwar peth,1,0
5046,60,1850,Guruwar peth,3,1
5210,62,850,Guruwar peth,2,0
5415,64,1420,Guruwar peth,3,1
5466,64.31,350,Guruwar peth,1,0
5806,65.4,1753,Guruwar peth,4,1
6038,68,620,Guruwar peth,1,0
6074,68,1140,Guruwar peth,2,1
6255,70,1158,Guruwar peth,2,0
155,20,1075,Hadapsar,2,0
208,22.49,1500,Hadapsar,3,1
399,27,800,Hadapsar,2,0
401,27,989,Hadapsar,2,1
417,27.98,640,Hadapsar,1,0
442,28,1014,Hadapsar,2,1
510,29.6,829,Hadapsar,2,1
566,30,530,Hadapsar,1,0
681,32,2415,Hadapsar,4,1
784,33,1100,Hadapsar,2,0
911,35,1255,Hadapsar,2,0
1020,35,1250,Hadapsar,3,0
1147,36.44,670,Hadapsar,1,0
1162,36.75,1016,Hadapsar,2,0
1208,37,890,Hadapsar,2,0
1310,38,710,Hadapsar,2,0
1425,39,645,Hadapsar,1,1
1438,39,791,Hadapsar,2,0
1539,40,829,Hadapsar,2,1
1719,40.44,1221,Hadapsar,2,0
1839,41.5,1000,Hadapsar,3,0
1988,42.4,1100,Hadapsar,2,0
2023,42.79,1600,Hadapsar,3,0
2030,42.81,925,Hadapsar,2,1
2035,42.81,840,Hadapsar,2,1
2072,43,735,Hadapsar,1,1
2093,43,650,Hadapsar,1,0
2192,44,1296,Hadapsar,3,0
2378,45,688,Hadapsar,1,0
2398,45,900,Hadapsar,2,1
2442,45,1287,Hadapsar,3,0
2466,45,800,Hadapsar,1,0
2499,45,1050,Hadapsar,2,1
2506,45,823,Hadapsar,2,0
2554,45.69,2905,Hadapsar,4,0
2714,46.29,650,Hadapsar,1,0
2755,46.79,1100,Hadapsar,2,0
3014,48.06,1850,Hadapsar,3,0
3480,51,1090,Hadapsar,2,0
3496,51,990,Hadapsar,3,1
3703,52.47,1090,Hadapsar,2,0
3816,53.12,950,Hadapsar,2,1
3830,53.5,3400,Hadapsar,4,1
3911,54,950,Hadapsar,2,1
3925,54,500,Hadapsar,1,0
3995,55,550,Hadapsar,1,0
4028,55,925,Hadapsar,2,0
4106,55,1365,Hadapsar,3,0
4161,55,508,Hadapsar,1,1
4205,55,500,Hadapsar,1,0
4241,55,611,Hadapsar,2,1
4343,56,535,Hadapsar,1,0
4349,56,925,Hadapsar,2,0
4509,57,740,Hadapsar,2,0
4835,59.76,910,Hadapsar,2,1
4986,60,615,Hadapsar,1,0
5053,60,878,Hadapsar,3,1
5084,60,1135,Hadapsar,2,0
5137,60.91,1444,Hadapsar,3,0
5154,61,600,Hadapsar,1,0
5234,62,910,Hadapsar,2,0
5628,65,650,Hadapsar,1,0
5758,65,580,Hadapsar,1,1
5938,67,650,Hadapsar,2,0
5983,67.39,750,Hadapsar,1,0
4,10,665,Hadapsar Industrial Estate,1,0
280,25,1000,Hadapsar Industrial Estate,2,0
453,28.34,1250,Hadapsar Industrial Estate,2,1
612,31,585,Hadapsar Industrial Estate,1,0
725,32.54,1920,Hadapsar Industrial Estate,4,0
745,32.91,410,Hadapsar Industrial Estate,1,0
824,33.7,610,Hadapsar Industrial Estate,1,0
1166,36.85,1050,Hadapsar Industrial Estate,2,0
1312,38,590,Hadapsar Industrial Estate,1,1
1533,40,900,Hadapsar Industrial Estate,2,0
1558,40,495,Hadapsar Industrial Estate,1,1
1900,42,860,Hadapsar Industrial Estate,2,0
2081,43,1210,Hadapsar Industrial Estate,2,0
2088,43,565,Hadapsar Industrial Estate,1,1
2175,44,1800,Hadapsar Industrial Estate,3,1
2237,44,1601,Hadapsar Industrial Estate,3,1
2269,44.55,1100,Hadapsar Industrial Estate,2,1
2305,45,1155,Hadapsar Industrial Estate,2,0
2334,45,1975,Hadapsar Industrial Estate,3,0
2454,45,360,Hadapsar Industrial Estate,1,0
2492,45,1780,Hadapsar Industrial Estate,3,0
2598,46,1596,Hadapsar Industrial Estate,3,1
2719,46.38,588,Hadapsar Industrial Estate,1,0
2727,46.48,905,Hadapsar Industrial Estate,2,0
2828,47,599,Hadapsar Industrial Estate,2,1
2945,48,420,Hadapsar Industrial Estate,1,1
2965,48,2044,Hadapsar Industrial Estate,3,0
3023,48.33,1338,Hadapsar Industrial Estate,3,1
3117,49,1145,Hadapsar Industrial Estate,3,1
3201,50,650,Hadapsar Industrial Estate,1,0
3291,50,590,Hadapsar Industrial Estate,1,0
3311,50,750,Hadapsar Industrial Estate,2,0
3392,50,1000,Hadapsar Industrial Estate,2,0
3579,52,350,Hadapsar Industrial Estate,1,0
3827,53.5,963,Hadapsar Industrial Estate,3,1
4060,55,665,Hadapsar Industrial Estate,1,0
4071,55,661,Hadapsar Industrial Estate,1,1
4115,55,1050,Hadapsar Industrial Estate,2,0
4163,55,630,Hadapsar Industrial Estate,2,1
4287,55.91,675,Hadapsar Industrial Estate,1,0
4555,57.39,564,Hadapsar Industrial Estate,1,0
4588,58,1030,Hadapsar Industrial Estate,2,0
4607,58,967,Hadapsar Industrial Estate,2,0
4735,58.7,412,Hadapsar Industrial Estate,1,1
4934,60,585,Hadapsar Industrial Estate,1,0
5112,60,630,Hadapsar Industrial Estate,1,0
5129,60.8,855,Hadapsar Industrial Estate,2,1
5150,61,1060,Hadapsar Industrial Estate,2,0
5224,62,540,Hadapsar Industrial Estate,1,0
5247,62,560,Hadapsar Industrial Estate,1,0
5300,62,1412,Hadapsar Industrial Estate,2,1
5527,65,850,Hadapsar Industrial Estate,2,0
5563,65,627,Hadapsar Industrial Estate,2,1
5695,65,485,Hadapsar Industrial Estate,1,1
5712,65,585,Hadapsar Industrial Estate,1,0
6138,68.62,583,Hadapsar Industrial Estate,3,1
6205,69,644,Hadapsar Industrial Estate,1,1
6226,69.45,721,Hadapsar Industrial Estate,2,0
125,18.5,1780,Hingne Khurd,3,0
200,22,1296,Hingne Khurd,2,1
252,24.86,1672,Hingne Khurd,3,1
297,25,1265,Hingne Khurd,2,0
301,25,1060,Hingne Khurd,2,0
487,29,650,Hingne Khurd,1,0
655,32,852,Hingne Khurd,2,0
777,33,400,Hingne Khurd,1,0
853,34,1070,Hingne Khurd,2,0
932,35,880,Hingne Khurd,2,0
975,35,711,Hingne Khurd,2,0
1035,35.11,457,Hingne Khurd,1,0
1059,35.53,655,Hingne Khurd,2,1
1085,36,1295,Hingne Khurd,3,1
1198,37,1020,Hingne Khurd,2,1
1347,38.13,600,Hingne Khurd,1,0
1362,38.4,650,Hingne Khurd,1,0
1507,39.85,1225,Hingne Khurd,3,0
1572,40,650,Hingne Khurd,1,0
1586,40,800,Hingne Khurd,2,0
1635,40,1585,Hingne Khurd,3,0
1671,40,946,Hingne Khurd,2,0
1709,40.42,3733,Hingne Khurd,4,0
1773,41,550,Hingne Khurd,1,0
1778,41,670,Hingne Khurd,1,1
1934,42,3498,Hingne Khurd,3,0
2210,44,1050,Hingne Khurd,2,1
2233,44,950,Hingne Khurd,2,0
2277,44.8,600,Hingne Khurd,1,0
2278,44.81,1700,Hingne Khurd,3,0
2299,45,1400,Hingne Khurd,2,0
2320,45,6900,Hingne Khurd,5,0
2392,45,525,Hingne Khurd,1,0
2801,47,690,Hingne Khurd,1,0
2810,47,283,Hingne Khurd,1,1
